"","status","county","incident_date","prior_status","narrative","year"
"213","near fatality","Philadelphia","July 3, 2020",NA,"19. A 3-month-old female child nearly died on July 3, 2020, as a result ofphysical abuse. Philadelphia Department of Human Services indicated thereport on July 24, 2020, naming the victim child’s mother as theperpetrator. On the date of the incident, the victim child was brought intothe hospital by the parents due to decreased activity. The child presentedwith seizure activity, an intracranial hemorrhage, numerous retinalhemorrhages, and rib fractures. It was determined that the child’s injuriesresulted from trauma. It was determined through the investigation based onPage 17 of 19 July 19, 20242020 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2020the mother’s confession that the mother inflicted the injuries sustained bythe child. As the result of the safety assessment completed, the victim childand the one other child in the home at the time of the incident were placedwith a relative and the family received services. At the time the report wasindicated, the mother had been criminally charged. The family had no priordocumented child welfare involvement.","2020"
"214","near fatality","Philadelphia","June 13, 2020"," Thefamily had no prior documented child welfare involvement.","20. A 2-year-old male child nearly died on June 13, 2020, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thereport on July 10, 2020, naming the victim child’s father as the perpetrator.On the date of the incident, the victim child arrived at the local pediatrichospital via emergency medical services unresponsive after having seizures.The father reported the child woke up gasping for air and then was in analtered and disoriented state and appeared off balance. The child wasintubated and admitted to the pediatric intensive care unit. The fatherdisclosed to the medical team the child may have ingested illegal substancesand the illegal substances were in the home at the time of the incident. Atoxicology screening was completed, and the child tested positive for theillegal substance. The father did not provide credible statements during theinvestigation and denied having the substances in the home. The father wasthe only caregiver when the substances would have been ingested. As theresult of the safety assessment completed, the child was discharged from thehospital to the care of the mother and the father had supervised visitation.There were no other children in the home at the time of the incident and noservices were provided. At the time the report was indicated, the criminalinvestigation was pending and no criminal charges had been filed. Thefamily had no prior documented child welfare involvement.","2020"
"215","near fatality","Philadelphia","June 9, 2020",NA,"21. A 20-month-old male child nearly died on June 9, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services(PDHS) indicated the report on July 7, 2020, naming the victim child’smother as the perpetrator. On the date of the incident, the mother andvictim child laid down for a nap, when the mother awoke to the childscreaming she noticed the child’s lips were blue and the child began to loseconsciousness; the mother contacted emergency medical services totransport the child to the hospital. Upon arrival at the hospital, the childwas given Narcan and vital signs returned to normal. The child wasadministered a toxicology screening in which the child tested positive for anillegal substance. The mother could not provide a plausible explanation as tohow the child ingested the substance. As the result of the safety assessmentcompleted, the child was placed with a relative. There were no other childrenin the home at the time of the incident and services were provided. At thetime the report was indicated, no criminal charges had been filed. The familywas previously known to child welfare. In February 2020, PDHS received ageneral protective services report regarding domestic violence which wasdetermined invalid and services were not provided.","2020"
"216","near fatality","Philadelphia","July 19, 2020",NA,"22. A 12-month-old female child nearly died on July 19, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services(PDHS) indicated the report on August 11, 2020, naming the victim child’smother and father as the perpetrators. On the date of the incident, thevictim child was brought to the local children’s hospital’s emergency roomPage 18 of 19 July 19, 20242020 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2020by the mother due to the child having difficulty breathing. The childpresented at the hospital with symptoms consistent with an overdose andwas administered Narcan to which the child was responsive. A drugscreening revealed the child ingested illegal substances. It was determinedthrough the investigation that the mother and father were the solecaretakers of the child. As the result of the safety assessment completed, thechild was placed in foster care. There were no other children in the home atthe time of the incident and services were provided. At the time the reportwas indicated, the criminal investigation was pending. The family waspreviously known to child welfare. In July 2019, PDHS received a generalprotective services report regarding caregiver substance use which wasdetermined invalid and services were provided.","2020"
"217","near fatality","Philadelphia","July 8, 2020",NA,"23. A 10-month-old female child nearly died on July 8, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Servicesindicated the report on July 23, 2020, naming the victim child’s mother asthe perpetrator. On the date of the incident, the mother was bathing thevictim child, went downstairs to answer her cell phone, and when shereturned the child was submerged faced down in the water. The child wastransported to a local medical center for treatment by the mother and arelative due to being unresponsive and not being able to be revived. Oncestabilized at the medical center, the child was transferred to a specialtychildren’s hospital and admitted to the intensive care unit where the childfully regained consciousness. As the result of the safety assessmentcompleted, the child was discharged from the hospital into the care of arelative and the one other child in the home at the time of the incident wasalso placed with the relative. The family received services. At the time thereport was indicated, the criminal investigation was pending. The family hadno prior documented child welfare involvement.Page 19 of 19 July 19, 2024","2020"
"218","fatality","Philadelphia","October 9, 2020"," The family had no prior documentedchild welfare involvement.","15. A 4-year-old male child died on October 9, 2020, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicatedthe report on December 1, 2020, naming the victim child’s mother andthe mother’s paramour as the perpetrators. On the date of the incident,the mother and the mother’s paramour left the victim child, who hadnumerous medical conditions, in the care of a 10-year-old sibling. It wasreported when the mother and the paramour returned home the childwas not responding or breathing therefore emergency medical serviceswere contacted and the child was transported to the specializedchildren’s hospital where the child was pronounced dead. As the result ofthe safety assessment completed, the 10-year-old sibling and the oneother child in the home at the time of the incident were placed with arelative and services were provided. At the time the report was indicated,no criminal charges had been filed. The family had no prior documentedchild welfare involvement.","2020"
"219","fatality","Philadelphia","October 4, 2020",NA,"16. A 2-month-old female child died on October 4, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services(PDHS) indicated the report on December 18, 2020, naming the victim’schild’s mother as the perpetrator. On the date of the incident, it wasreported the victim child was found unresponsive in the bassinette bythe mother with dried blood coming the from the nose. Cardiopulmonaryresuscitation was performed, and emergency medical services (EMS) werePage 7 of 27 July 19, 20242020 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2020contacted. When EMS arrived, the child was pronounced dead. Anautopsy was completed which revealed that the child tested positive forillegal substances. It was determined through the investigation, themother admitted to using illegal substances within close proximity of thechild. As the result of the safety assessment completed, the one otherchild in the home at the time of the incident was placed in foster careand services were provided. At the time the report was indicated, thecriminal investigation was pending. The family was previously known tochild welfare. In June 2020, PDHS received a child protective servicesreport regarding causing serious physical neglect which was determinedunfounded and services were not provided. In September 2020, PDHSreceived a general protective services report regarding parental substanceuse and lack of supervision which was determined invalid and noservices were provided.","2020"
"220","fatality","Philadelphia","October 9, 2020",NA,"17. An 11-month-old female child died on October 9, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services(PDHS) indicated the report on November 13, 2020, naming the victimchild’s mother as the perpetrator. On the date of the incident, theneighbors had water leaking in their apartment and went to check on thesource of the water in the mother’s apartment; the mother wasdiscovered unconscious and the victim child was found unresponsive inthe kitchen sink which was full of water. Emergency Medical Services(EMS) were contacted by the neighbors and when EMS arrivedcardiopulmonary resuscitation was initiated. The child was transportedto the hospital and subsequently pronounced dead. It was determinedthrough the investigation the mother was bathing the child while underthe influence of illegal substances, blacked out, and left the childunsupervised. There were no other children in the home at the time ofthe incident and no services were provided. At the time the report wasindicated, the mother had been criminally charged. The family waspreviously known to child welfare. In October 2019, PDHS received ageneral protective services report regarding a child born affected bysubstances which was determined valid and services were not provided.","2020"
"221","fatality","Philadelphia","September 3, 2020"," Thefamily had no prior documented child welfare involvement.","18. A 2-year-old male child died on September 3, 2020, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicatedthe report on November 5, 2020, naming the victim child’s mother andfather as the perpetrators. On the date of the incident, the victim childwas found not breathing after being put down for a nap. The fathertransported the child to the local emergency room where the child waspronounced dead. Medical records revealed the child ingested illegalsubstances and died as a result of drug intoxication. It was determinedthrough the investigation the mother and the father were the solecaretakers of the child at the time of the incident. There were no otherchildren in the home at the time of the incident and no services wereprovided. At the time the report was indicated, the father had beencriminally charged, and the mother had not been criminally charged. Thefamily had no prior documented child welfare involvement.","2020"
"222","fatality","Philadelphia","October 12, 2020","The family had no prior documented child welfare involvement.","19. A 5-year-old male child died on October 12, 2020, as a result of physicalabuse. Philadelphia Department of Human Services indicated the reportPage 8 of 27 July 19, 20242020 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2020on November 13, 2020, naming the victim child’s mother as theperpetrator. On the date of the incident, the mother intentionallydrowned the victim child. The child’s father found the child lying facedown in the bathtub with a stab wound to the neck and contactedemergency medical services (EMS). When EMS arrived, the child wasunresponsive, cardiopulmonary resuscitation was initiated, and the childwas transported to the local children’s hospital where the child wassubsequently pronounced dead. There were no other children in thehome at the time of the incident and no services were provided. At thetime the report was indicated, the mother had been criminally charged.The family had no prior documented child welfare involvement.","2020"
"223","fatality","Philadelphia","May 10, 2020",NA,"20. A 2-month-old female child died on May 10, 2020, as a result of seriousphysical neglect. Philadelphia Department of Human Services (PDHS)founded the report on October 22, 2020, naming the victim child’s fatheras the perpetrator. On the date of the incident, the victim child died asthe result of co-sleeping. Initially at the time of the child’s death, it hadbeen determined through the investigation that the mother co-slept withthe child while under the influence however, it was determined during acourt hearing, on September 23, 2020, that the father also co-slept withthe child while under the influence. As a result of the safety assessmentcompleted, the one other child in the home at the time of the incidentwas placed in kinship care and services were provided. The family waspreviously known to child welfare. In May 2018, PDHS received a generalprotective services report regarding a child who was born identified asbeing affected by substance use which was determined valid and serviceswere provided. In May 2020, PDHS received a child protective servicesreport regarding causing the death of a child through any act or failure toact which was determined indicated and services were provided. Thevictim child of this fatality report was previously the subject of asubstantiated fatality and subsequently an additional fatality report wasreceived.Somerset","2020"
"224","near fatality","Philadelphia","October 2, 2020",NA,"25. A 12-month-old male child nearly died on October 2, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Servicesindicated the report on October 22, 2020, naming the victim child’smaternal uncle as the perpetrator. On the date of the incident, the victimchild ingested a prescription medication which was not prescribed to thechild; the child’s maternal uncle left the child unsupervised with thePage 22 of 27 July 19, 20242020 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2020medication accessible to the child. It was reported the maternal unclediscovered the child ingested the medication and the child’s physicianand poison control were contacted; it was advised the child should betransported to the emergency room. Upon arrival at the hospital, thechild was administered Narcan and returned to a baseline level ofresponsiveness. It was determined through the investigation thematernal uncle was responsible for caring for the child at the time of theincident and left the child unsupervised with access to the medication.As the result of the safety assessment completed, the victim child andthe two other children in the home at the time of the incident remainedin the care of the mother and services were provided. At the time thereport was indicated, no criminal charges had been filed. The family hadno prior documented child welfare involvement.","2020"
"225","near fatality","Philadelphia","October 15, 2020"," The family had no prior documented child welfareinvolvement.","26. A 20-month-old male child nearly died on October 15, 2020, as a resultof serious physical neglect. Philadelphia Department of Human Servicesfounded the report on December 2, 2020, naming the victim child’smother and father as the perpetrators. On the date of the incident, thevictim child ingested an illegal substance. It was reported the childbecame lethargic and had difficulty breathing therefore the parentscontacted emergency medical services. During the investigation thefather provided inconsistent reports regarding the incident. During theinvestigation it was determined the mother was aware the father wasutilizing the illegal substance, the illegal substance was in the house,and did not take proper measures to ensure the child did not haveaccess to the illegal substance. As the result of the safety assessmentcompleted, the victim child was placed in foster care and services wereprovided. There were no other children in the home at the time of theincident. At the time the report was founded, no criminal charges hadbeen filed. The family had no prior documented child welfareinvolvement.","2020"
"226","near fatality","Philadelphia","November 2, 2020",NA,"27. A 1-month-old male child nearly died on November 2, 2020, as a result ofphysical abuse. Philadelphia Department of Human Services indicatedthe report on December 18, 2020, naming the victim child’s mother andfather as the perpetrators. On the date of the incident, it was reportedthe victim child was found unresponsive and emergency medical serviceswere contacted. The child presented at the hospital with shallowbreathing, hypothermia, hypoxic ischemic event, and interventricularhemorrhage. During the investigation the mother and the father providedinconsistent accounts of the incident and the injuries sustained weredetermined to be suspicious of abuse. As the result of the safetyassessment completed, the victim child was placed with relatives and theone other child in the home at the time of the incident was placed withtheir father. The family received services. At the time the report wasindicated, no criminal charges had been filed. The family had no priordocumented child welfare involvement.","2020"
"227","near fatality","Philadelphia","October 15, 2020",NA,"28. A 4-month-old male child nearly died on October 15, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services(PDHS) founded the report on November 30, 2020, naming the victimchild’s mother and father as the perpetrators. On the date of thePage 23 of 27 July 19, 20242020 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2020incident, the victim child was found lethargic with little movementtherefore emergency medical services (EMS) were contacted. The childwas transported via EMS to the local children’s hospital. The childpresented to the hospital malnourished with low blow sugar and afractured femur and tibia. It was determined through medicaldocumentation the child had not sufficiently gained weight since birthand the mother and the father were the primary caretakers of the child.As the result of the safety assessment completed, the victim child andthe one other child in the home at the time of the incident were placed infoster care and services were provided. At the time the report wasindicated, the criminal investigation was pending. The family waspreviously known to child welfare. In March 2019, July 2019, andOctober 2020, PDHS received general protective service reports regardingparental substance use, inadequate housing or shelter, lack of caregiver,domestic violence, and other general protective services concerns whichwere determined valid and services were provided.","2020"
"228","near fatality","Philadelphia","September 10, 2020",NA,"29. A 1-month-old female child nearly died on September 10, 2020, as aresult of physical abuse. Philadelphia Department of Human Servicesindicated the report on October 16, 2020, naming the victim child’smother and father as the perpetrators. On the date of the incident, it wasreported the father found the victim child with droopy eyes, lack ofmovement in the arm, and abnormal breathing therefore the child wastransported to the hospital. The child presented at the hospitalunresponsive, having irregular respiratory rate and seizures, and withsubdural and subarachnoid hemorrhages and retinal hemorrhages. Thechild was subsequently transferred to a specialized pediatric hospital. Itwas determined through the investigation the injuries sustained were theresult of non-accidental trauma and there were no medical causes thatcould explain the findings; the mother and the father could not providean explanation as to how the child sustained the injuries. As the result ofthe safety assessment completed, the victim child was placed in kinshipcare and services were provided. There were no other children in thehome at the time of the incident. At the time the report was indicated,the criminal investigation was pending. The family had no priordocumented child welfare involvement.Washington","2020"
"229","fatality","Philadelphia","October 9, 2020",NA,"12. An 11-month-old female child died on October 9, 2020, as a result of seriousphysical neglect Philadelphia Department of Human Services indicated the reporton January 8, 2021, naming the victim child’s mother as the perpetrator. OnNovember 17, 2020, an autopsy revealed the victim child died as the result ofingestion of illegal substances and alcohol. On the date of the incident, theneighbors had water leaking in their apartment and went to check on the sourceof the water in the mother’s apartment; the mother was discovered unconsciousand the child was found unresponsive in the kitchen sink which was full of water.Emergency Medical Services (EMS) were contacted by the neighbors and whenEMS arrived cardiopulmonary resuscitation was initiated. The child wastransported to the hospital and subsequently pronounced dead. It was initiallysuspected the child died as a result of drowning but based on the final autopsyresults it was determined the child died as the result of ingestion. It wasdetermined through the investigation the mother was the sole caretaker of thechild at the time of the incident. There were no other children in the home at thetime of the incident and no services were provided. At the time the report wasindicated, the mother had been criminally charged. The family was previouslyknown to child welfare.","2020"
"230","fatality","Philadelphia","January 20, 2021",NA,"13. A 9-year-old female child died on January 20, 2021, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thereport on March 3, 2021, naming the victim child’s father and paternal uncle asthe perpetrators. On the date of the incident, the victim child was shot by a 12-year-old sibling while left in the care of the paternal uncle while the father was atwork. The child’s 12-year-old sibling found the firearm and admitted to shootingthe child in the head. The sibling then contacted emergency services. When thepolice arrived on the scene the uncle was not present, and it was unknown howlong the children were left unsupervised by the uncle. The child was transportedto the hospital and pronounced dead. It was determined through the investigationthe firearm belonged to the father, did not have a safety device, and was notsecurely stored. As the result of the safety assessment completed, the 12-year-old sibling was placed with a relative and the one other child in the home at thetime of the incident was placed with their mother. The family received services.At the time the report was indicated, the father had been criminally charged andno criminal charges had been filed against the paternal uncle. The family waspreviously known to child welfare.Schuylkill","2021"
"231","near fatality","Philadelphia","January 12, 2021",NA,"24. A 4-year-old female child nearly died on January 12, 2021, as a result of seriousphysical neglect and physical abuse. Philadelphia Department of HumanServices indicated the report on March 12, 2021, naming the victim child’s fosterparent as the perpetrator and an unknown perpetrator. On the date of theincident, the victim child was found unresponsive by the foster mother andemergency medical services were contacted. The child was transported to thelocal children’s hospital and presented with labored breathing, malnourished,dehydrated, and subdural hemorrhaging. It was determined through theinvestigation that the foster mother failed to seek appropriate medical care for thechild. It was also determined through the investigation that the child had asubdural hemorrhage in various stages of healing for which a perpetrator couldnot be identified. As the result of the safety assessment completed, the victimchild and one other child in the home at the time of the incident were placed inseparate new foster homes and services were provided. At the time the reportwas indicated, no criminal charges had been filed. The family had no priordocumented child welfare involvement.","2021"
"232","near fatality","Philadelphia","January 4, 2021"," The family had no prior documented childwelfare involvement.","25. A 2-week-old male child nearly died on January 4, 2021, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onFebruary 5, 2021, naming the victim child’s mother and father as theperpetrators. On the date of the incident, it was reported the victim child wasfound unresponsive by the father, and the parents contacted emergency medicalservices (EMS). The father performed cardiopulmonary resuscitation on the childuntil EMS arrived and the child was transported to the local hospital. The childpresented at the hospital with fractures of the shoulder, leg and arm bones,abusive head trauma, and blood in the spinal column. The mother and fathercould not provide a plausible explanation for the injuries sustained by the child.As the result of the safety assessment completed, the victim child and the onePage 15 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021other child in the home at the time of the incident were placed with a relative andservices were provided. At the time the report was indicated, the mother and thefather had been criminally charged. The family had no prior documented childwelfare involvement.","2021"
"233","near fatality","Philadelphia","January 4, 2021",NA,"26. A 16-month-old female child nearly died on January 4, 2021, as a result ofserious physical neglect. Philadelphia Department of Human Services indicatedthe report on February 10, 2021, naming the victim child’s mother and father asthe perpetrators. On the date of the incident, the victim child was taken to thelocal hospital by the mother and the father due to increasing lethargy andbecoming unresponsive. Upon arrival at the hospital, the child was administereda toxicology screening which revealed the child was positive for illegalsubstances. It was determined through the investigation that the illegalsubstances belonged to the mother and the father was aware the mother wasusing the illegal substances and that the illegal substances were in the home. Asthe result of the safety assessment completed, the victim child and the one othersibling in the home at the time of the incident were placed in foster care and theone other sibling in the home at the time of the incident was placed with theirfather. The family received services. At the time the report was indicated, themother and the father had been criminally charged. The family had no priordocumented child welfare involvement.","2021"
"234","near fatality","Philadelphia","December 31, 2020",NA,"27. An 8-year-old male child nearly died on December 31, 2020, as a result ofphysical abuse. Philadelphia Department of Human Services indicated the reporton February 3, 2021, naming the victim child’s mother as the perpetrator. On thedate of the incident, it was reported the victim child was found unresponsive bythe mother and emergency medical services were contacted. The child wastransported to the local children’s hospital. Upon arrival at the hospital, atoxicology screening was administered which revealed the child was positive forillegal substances. It was determined through the investigation that the motherwas the sole caretaker of the child at the time of the incident, and the mothercould not provide an explanation as to how the child ingested the substances. Asthe result of the safety assessment completed, the victim child and the one otherchild in the home at the time of the incident were placed with a relative andservices were provided. At the time the report was indicated, no criminal chargeshad been filed. The family was previously known to child welfare.","2020"
"235","near fatality","Philadelphia","January 3, 2021",NA,"28. A 20-month-old male child nearly died on January 3, 2021, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thereport on February 3, 2021, naming the victim child’s mother and father as theperpetrators. On the date of the incident, the victim child became pale, began todrool, and gasp for air and emergency medical services were contacted. Thechild was transported to the local children’s hospital. Upon arrival at the hospital,the child was administered Narcan and was given a toxicology screening whichwas positive for an illegal substance. It was determined through the investigationthat the mother and father took the child to a residence where illegal substanceswere present, and the parents were responsible for caring for the child. As theresult of the safety assessment completed, the victim child and the two otherchildren in the home at the time of the incident remained in the home with themother and the father and services were provided. At the time the report wasPage 16 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021indicated, the criminal investigation was pending. The family had no priordocumented child welfare involvement.","2021"
"236","near fatality","Philadelphia","January 13, 2021"," Thefamily had no prior documented child welfare involvement.","29. A 12-month-old male child nearly died on January 13, 2021, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thereport on February 9, 2021, naming the victim child’s mother as the perpetrator.On the date of the incident, the victim child was brought to the hospital by themother due to seizure activity. Upon arrival at the hospital, medical testingrevealed the child’s seizures were caused by hypocalcemia and the child alsosuffered from rickets, an iron deficiency, and multiple cardiac issues. The childwas found to be severely malnourished. It was determined through theinvestigation the mother was not seeking appropriate medical care for the childand was not providing the child with adequate nutrition. As the result of the safetyassessment completed, the victim child and the one other child in the home atthe time of the incident were placed with a relative and services were provided.At the time the report was indicated, no criminal charges had been filed. Thefamily had no prior documented child welfare involvement.","2021"
"237","near fatality","Philadelphia","January 29, 2021",NA,"30. A 15-month-old male child nearly died on January 29, 2021, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thereport on February 17, 2021, naming the victim child’s mother as the perpetrator.On the date of the incident, the victim child was observed by a relative actingabnormally and emergency medical services were contacted. The child wastransported to the hospital and presented with an altered mental status. The childwas administered Naloxone and responded positively. The child received atoxicology screening which was positive for illegal substances. It was determinedthrough the investigation the mother used the illegal substance ingested by thechild and the mother admitted to being responsible for the child’s ingestion of theillegal substance. As the result of the safety assessment completed, the victimchild was placed with their father and services were provided. There were noother children in the home at the time of the incident. At the time the report wasindicated, the mother had been criminally charged. The family had no priordocumented child welfare involvement.","2021"
"238","near fatality","Philadelphia","December 17, 2020"," The family had no prior documented childwelfare involvement.","31. A 2-month-old male child nearly died on December 17, 2020, as a result ofphysical abuse. Philadelphia Department of Human Services indicated the reporton January 15, 2021, naming the victim child’s mother and father as theperpetrators. On the date of the incident, the victim child was found to be havinga seizure and emergency medical services were contacted by the mother. Thechild was transported to the local children’s hospital. Upon arrival at the hospital,a computed tomography scan revealed subdural hemorrhages, bilateral bleeding,cervical swelling, and ligamentous injuries. The child’s mother and father couldnot provide a plausible explanation for the injuries sustained by the child. As theresult of the safety assessment completed, the victim child was placed with arelative and services were provided. There were no other children in the home atthe time of the incident. At the time the report was indicated, the mother and thefather had been criminally charged. The family had no prior documented childwelfare involvement.","2020"
"239","near fatality","Philadelphia","November 27, 2020",NA,"32. A 20-month-old male child nearly died on November 27, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services indicatedPage 17 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021the report on January 11, 2020, naming the victim child’s mother as theperpetrator. On the date of the incident, the mother contacted emergencymedical services due to the child not being able to sit up on during a bath. Thechild was transported to the local children’s hospital. The child presented at thehospital with an altered mental status and Narcan was administered to which thechild responded positively. It was determined through the investigation themother was the sole caretaker of the child at the time of the incident. As theresult of the safety assessment completed, the victim child was placed with arelative and services were provided. There were no other children in the home atthe time of the incident. At the time the report was indicated, no criminal chargeshad been filed. The family was previously known to child welfare.","2020"
"240","near fatality","Philadelphia","November 30, 2020"," The family had no prior documented childwelfare involvement.","33. A 7-month-old female child nearly died on November 30, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services indicatedthe report on January 11, 2021, naming the victim child’s maternal grandmotheras the perpetrator. On the date of the incident, the victim child was found by themother unresponsive in the maternal grandmother’s home and the mothertransported the child the emergency room. Upon arrival at the hospital, the childwas administered a toxicology screening which was positive for illegalsubstances. It was determined through the investigation the maternalgrandmother the sole caretaker for the child at the time of the incident. As theresult of the safety assessment completed, the victim child and the two otherchildren in the home at the time of the incident remained in the home with themother and services were provided. At the time the report was indicated, thecriminal investigation was pending. The family had no prior documented childwelfare involvement.","2020"
"241","near fatality","Philadelphia","November 10, 2020",NA,"34. A 2-week-old female child nearly died on November 10, 2020, as a result ofphysical abuse. Philadelphia Department of Human Services (PDHS) indicatedthe report on January 14, 2021, naming the victim child’s mother and father asthe perpetrators. On the date of the incident, the victim child was brought to theemergency room by the mother and father and presented unresponsive andhypothermic. Further medical testing revealed the child had rib fractures inmultiple stage of healing and cerebral edema. The mother and the father wereunable to provide a plausible explanation for the injuries sustained by the child.As the result of the safety assessment completed, the victim child remainedhospitalized in the custody of PDHS and the one other child in the home at thetime of incident was placed in kindship care. The family received services. At thetime the report was indicated, the criminal investigation was pending. The familyhad no prior documented child welfare involvement.","2020"
"242","near fatality","Philadelphia","December 30, 2020","The family had no prior documented child welfare involvement.","35. A 12-month-old female child nearly died on December 30, 2020, as a result ofserious physical neglect. Philadelphia Department of Human Services indicatedthe report on February 19, 2021, naming the victim child’s mother and father asthe perpetrators. On the date of the incident, the victim child was foundunresponsive by the child’s mother and emergency medical services werecontacted. The child was transported to the children’s hospital. Upon arrival atthe hospital, the child was administered Narcan and responded positively. Thechild was given a toxicology screening which was positive for an illegalsubstance. The mother and the father could not provide a plausible explanationas to how the child ingested the illegal substance. As the result of the safetyPage 18 of 19 July 19, 20242021 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2021assessment completed, the victim child was placed in kinship care and serviceswere provided. There were no other children in the home at the time of theincident. At the time the report was indicated, no criminal charges had been filed.The family had no prior documented child welfare involvement.Page 19 of 19 July 19, 2024","2020"
"243","fatality","Philadelphia","March 16, 2021",NA,"12. A 2-year-old male child died on March 16, 2021, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onApril 15, 2021, naming the victim child’s maternal grandfather as theperpetrator. On the date of the incident, it was reported the victim childchoked on a cookie, emergency services were contacted, and the child wastransported to the local hospital. The child presented at the hospital with anabrasion to the middle of the back, dryness and possible healing abrasionsaround the mouth, scattered bruising in various stages of healing to theextremities, and ulcers in the oropharynx. The child died as a result of theinjuries sustained. It was determined through the investigation the maternalgrandfather was the primary caregiver of the child at the time of the incidentand the explanation provided by the maternal grandfather was not a plausibleexplanation for the injuries sustained. As the result of the safety assessmentcompleted, the two other children in the home at the time of the incident were4July 19, 20242021 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2021placed with a relative and services were provided. At the time the report wasindicated, the maternal grandfather had been criminally charged. The familyhad previous child welfare involvement.","2021"
"244","fatality","Philadelphia","March 11, 2021",NA,"13. A 2-year-old female child died on March 11, 2021, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onApril 2, 2021, naming the victim child’s two babysitters as the perpetrators.On the date of the incident, the one babysitter contacted emergency medicalservices (EMS) to report the victim child was choking; EMS arrived at thebabysitter’s home and found the child in respiratory distress. The child wastransported to the hospital and upon arrival was pronounced dead. The childpresented with several injuries including an enlarged rectum, vaginalbleeding, abrasions on both feet, scars on the abdomen, bruising behind theears, healing wounds on the front and the back of the head, ulcers and cutsall over the body, and two circular wounds on the temple. The injuriessustained by the child were indicative of abuse over a period of time. It wasdetermined through the investigation the babysitters were the sole caregiversof the child at the time of the incident. As the result of the safety assessmentcompleted, the five other children in the home at the time of the incident wereplaced with a relative and no services were provided. At the time the reportwas indicated, the babysitters had been criminally charged. The family waspreviously known to child welfare.Near FatalitiesAllegheny","2021"
"245","near fatality","Philadelphia","March 16, 2021",NA,"28. A 10-month-old male child nearly died on March 16, 2021, as a result ofserious physical neglect. Philadelphia Department of Human Servicesindicated the report on April 15, 2021, naming the victim child’s legalguardian’s paramour as the perpetrator. On the date of the incident, it wasreported the victim child was left in the vehicle in the care of the legalguardian’s paramour while the legal guardian was shopping; the legalguardian returned to the vehicle and found the child unresponsive with bluelips and the child was transported to the local hospital. When the child arrivedat the local hospital, the hospital was not equipped with an emergency roomtherefore emergency medical services were contacted, and the child wastransferred to a larger hospital. Upon arrival at the larger hospital, Narcanwas administered, and the child tested positive for illegal substances. It wasdetermined through the investigation the legal guardian’s paramour admittedto illegal substance use and there was video surveillance that verified thelegal guardian left the child in the vehicle in the care of the paramour andreturned to find the child unresponsive. As the result of the safetyassessment completed, the victim child and one other child in the home atthe time of the incident were placed with a relative and services wereprovided. At the time the report was indicated, no criminal charges had beenfiled. The family was previously known to child welfare.","2021"
"246","near fatality","Philadelphia","May 13, 2021"," The family had no prior documented child welfareinvolvement.","29. A 2-year-old female child nearly died on May 13, 2021, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onJune 11, 2021, naming the victim child’s mother as the perpetrator. On thedate of the incident, the police were called to the home due to a disturbance;upon arrival of the police, the victim child was found unresponsive, wrappedin a blanket, and wedged between a mattress and a wall with a box fan ontop of her. The child was transported to the local children’s hospital. andpresented with a subarachnoid hemorrhage, scalp swelling, orbital fracture,and right periorbital swelling and bruising. It was determined through theinvestigation, the injuries sustained by the child while in the care of themother were indicative of blunt force trauma and non-accidental. As the resultof the safety assessment completed, the victim child and the one other childin the home at the time of the incident were placed in foster homes andservices were provided. At the time the report was indicated, the criminalinvestigation was pending. The family had no prior documented child welfareinvolvement.","2021"
